"Id","LotFrontage","LotArea","OverallQual","OverallCond","MasVnrArea","BsmtFinSF1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","SalePrice","ExterQualRank","ExterCondRank","BsmtQualRank","BsmtCondRank","HeatingQCRank","CentralAirRank","KitchenQualRank","FirePlaceQuRank","GarageQualRank","GarageCondRank","BsmtFinType1Rank","BsmtFinType2Rank","NeighborhoodRank","HouseAge","RemodeledFlag","PoolFlag"
281,82,11287,7,6,340,421,0,386,807,1175,807,0,1982,0,2,1,3,7,2,575,0,84,0,196,0,0,0,228500,2,3,2,3,2,2,2,3,3,3,1,6,13,1984,0,0
282,60,7200,6,5,68,905,0,357,1262,1262,0,0,1262,0,2,0,2,5,2,572,0,120,0,0,0,0,0,185000,2,3,2,3,2,2,2,2,3,3,1,6,20,2001,0,0
283,34,5063,7,5,166,904,0,410,1314,1314,0,0,1314,1,2,0,2,6,2,626,172,62,0,0,0,0,0,207500,2,3,2,3,1,2,2,2,3,3,1,6,24,2003,1,0
284,74,9612,8,5,72,0,0,1468,1468,1468,0,0,1468,0,2,0,3,6,3,898,210,150,0,0,0,0,0,244600,2,3,2,3,1,2,2,2,3,3,6,6,20,2004,1,0
285,50,8012,6,5,0,430,0,1145,1575,1575,0,0,1575,1,2,0,2,5,2,529,0,0,52,0,0,0,0,179200,2,3,2,3,2,2,2,3,3,3,1,6,13,1987,0,0
286,35,4251,7,5,0,0,0,625,625,625,625,0,1250,0,2,1,2,5,2,528,0,54,0,0,0,0,0,164700,2,3,2,3,1,2,2,3,3,3,6,6,20,2002,1,0
287,77,9786,6,7,0,600,0,312,912,1085,649,0,1734,0,1,1,3,7,2,440,0,0,0,0,128,0,0,159000,3,3,3,3,3,2,2,2,3,3,4,6,11,1976,1,0
288,63,8125,4,4,0,614,0,244,858,858,0,0,858,0,1,0,3,5,0,0,0,0,0,0,0,0,0,88000,3,3,3,3,3,2,3,4,3,3,3,6,11,1966,0,0
289,71,9819,5,5,31,450,0,432,882,900,0,0,900,0,1,0,3,5,1,280,0,0,0,0,0,0,0,122000,3,2,3,3,3,2,3,4,3,3,3,6,7,1962,0,0
290,60,8730,6,7,0,0,0,698,698,698,698,0,1396,0,1,0,3,7,1,384,0,0,0,0,259,0,0,153575,3,3,3,3,1,2,3,2,3,3,6,6,4,1998,1,0
291,120,15611,8,5,0,0,0,1079,1079,1079,840,0,1919,0,2,1,3,8,2,685,0,51,0,0,0,0,0,233230,2,3,2,3,1,2,2,2,2,3,6,6,17,2001,0,0
292,55,5687,5,6,0,210,0,570,780,936,780,0,1716,1,2,0,6,9,0,0,0,184,0,0,0,0,0,135900,3,4,3,4,1,1,4,2,3,3,4,6,9,1995,1,0
293,60,11409,5,4,0,292,0,476,768,1148,568,0,1716,0,1,1,3,8,1,281,0,0,0,0,160,0,0,131000,3,3,3,3,2,2,3,2,3,3,5,6,5,2003,1,0
294,80,16659,7,7,34,795,0,0,795,1468,795,0,2263,1,2,1,3,9,2,539,0,250,0,0,0,0,0,235000,3,3,3,3,4,2,2,3,3,3,2,6,14,1989,1,0
295,80,9600,6,5,238,1285,0,131,1416,1644,0,0,1644,1,1,0,3,7,2,418,110,0,0,0,0,0,0,167000,3,3,3,3,3,2,3,2,3,3,1,6,11,1948,0,0
296,37,7937,6,6,0,819,0,184,1003,1003,0,0,1003,1,1,0,3,6,2,588,120,0,0,0,0,0,0,142500,3,3,3,3,3,2,3,3,3,3,1,6,12,1979,0,0
297,75,13710,5,5,0,420,0,490,910,910,648,0,1558,0,1,1,4,6,1,282,289,0,0,0,0,0,0,152000,3,3,3,3,3,2,3,2,3,3,3,6,2,1945,0,0
298,66,7399,7,5,1600,649,0,326,975,975,975,0,1950,0,2,1,3,7,2,576,0,10,0,0,198,0,0,239000,2,3,2,3,1,2,2,3,3,3,3,6,20,1993,1,0
299,90,11700,6,6,365,384,175,143,702,1041,702,0,1743,0,1,2,3,7,2,539,224,0,0,0,0,0,0,175000,2,3,3,3,2,2,3,2,3,3,2,4,14,1963,0,0
300,80,14000,6,8,0,0,0,1092,1092,1152,0,0,1152,0,1,0,3,6,1,300,0,36,0,0,0,0,0,158500,3,2,3,3,1,2,2,2,3,3,6,6,18,1999,1,0
301,90,15750,5,5,56,841,0,324,1165,1336,0,0,1336,1,1,0,2,5,1,375,0,0,0,0,0,0,0,157000,3,3,3,3,3,2,3,2,3,3,3,6,18,1948,0,0
302,66,16226,8,5,0,281,0,747,1028,1210,1242,0,2452,0,2,1,4,9,2,683,208,50,0,0,0,0,0,267000,2,3,2,3,1,2,2,3,3,3,1,6,17,1994,1,0
303,118,13704,7,5,150,0,0,1541,1541,1541,0,0,1541,0,2,0,3,6,3,843,468,81,0,0,0,0,0,205000,2,3,2,3,1,2,2,3,3,3,6,6,17,1997,1,0
304,70,9800,5,7,0,894,0,0,894,894,0,0,894,1,1,0,3,5,2,552,256,0,0,0,0,0,0,149900,3,3,3,3,3,2,3,4,3,3,2,6,17,1967,0,0
305,87,18386,7,9,0,0,0,1470,1470,1675,1818,0,3493,0,3,0,3,10,3,870,302,0,0,0,0,0,0,295000,3,3,3,3,1,2,2,1,3,3,6,6,6,1997,1,0
306,80,10386,8,5,246,1464,0,536,2000,2000,0,0,2000,1,2,0,3,8,3,888,168,0,0,0,0,0,0,305900,2,3,2,3,1,2,2,2,3,3,1,6,17,2000,1,0
307,116,13474,7,5,246,700,0,0,700,1122,1121,0,2243,1,2,1,4,8,3,746,127,44,224,0,0,0,0,225000,2,3,2,3,2,2,2,3,3,3,2,6,13,1986,1,0
308,60,7920,6,7,0,0,0,319,319,1035,371,0,1406,0,1,0,3,6,0,0,0,144,0,0,0,0,0,89500,3,4,3,3,3,2,4,2,3,3,6,6,2,1945,1,0
309,52,12342,4,5,0,262,0,599,861,861,0,0,861,0,1,0,1,4,2,539,158,0,0,0,0,0,0,82500,3,3,3,3,1,2,3,2,3,3,3,6,5,1945,1,0
310,90,12378,9,5,0,1274,0,622,1896,1944,0,0,1944,1,2,0,3,8,3,708,208,175,0,0,0,0,0,360000,2,3,1,3,1,2,1,1,3,3,1,6,24,1999,1,0
311,75,7685,6,5,112,518,0,179,697,697,804,0,1501,0,2,1,3,6,2,420,190,63,0,0,0,0,0,165600,3,3,2,3,2,2,2,3,3,3,2,6,15,1989,1,0
312,50,8000,6,6,0,680,0,292,972,972,0,0,972,1,1,0,2,5,1,240,0,0,0,0,0,0,0,132000,3,2,3,3,1,2,3,2,3,3,2,6,11,1997,1,0
313,65,7800,5,7,0,507,0,286,793,793,325,0,1118,1,1,0,3,5,2,410,0,0,0,0,271,0,0,119900,3,3,2,3,3,2,3,2,3,3,4,6,6,1945,1,0
314,150,215245,7,5,0,1236,820,80,2136,2036,0,0,2036,2,2,0,3,8,2,513,0,0,0,0,0,0,0,375000,3,3,2,3,3,2,3,2,3,3,2,4,22,1960,0,0
315,60,9600,7,7,0,16,0,712,728,832,809,0,1641,0,1,1,3,6,2,546,0,0,234,0,0,0,0,178000,3,3,3,2,1,2,1,2,4,3,5,6,6,1985,1,0
316,71,7795,7,5,0,425,0,291,716,716,716,0,1432,1,2,1,3,6,2,432,100,51,0,0,0,0,0,188500,2,3,2,3,1,2,2,2,3,3,1,6,15,2000,1,0
317,94,13005,7,7,278,692,0,153,845,1153,1200,0,2353,1,2,1,4,10,2,484,288,195,0,0,0,0,0,260000,2,3,2,3,3,2,1,3,3,3,1,6,14,1975,0,0
318,75,9000,8,5,0,0,0,1088,1088,1088,871,0,1959,0,2,1,3,8,3,1025,208,46,0,0,0,0,0,270000,2,3,2,3,1,2,2,2,3,3,6,6,20,2001,0,0
319,90,9900,7,5,256,987,0,360,1347,1372,1274,0,2646,1,2,1,4,9,3,656,340,60,144,0,0,0,0,260000,2,3,2,3,1,2,2,3,3,3,1,6,25,1988,0,0
320,80,14115,7,5,225,1036,0,336,1372,1472,0,0,1472,1,2,0,3,6,2,588,233,48,0,0,0,0,0,187500,3,3,2,3,3,2,3,3,3,3,1,6,14,1975,0,0
321,111,16259,9,5,370,0,0,1249,1249,1249,1347,0,2596,0,3,1,4,9,3,840,240,154,0,0,0,0,0,342643,3,3,1,2,1,2,2,2,3,3,6,6,24,2001,0,0
322,99,12099,8,5,388,970,0,166,1136,1136,1332,0,2468,1,2,1,4,10,3,872,184,154,0,0,0,0,0,354000,2,3,1,3,1,2,2,2,3,3,1,6,24,1999,0,0
323,86,10380,7,5,172,28,1474,0,1502,1553,1177,0,2730,1,2,1,4,8,2,576,201,96,0,0,0,0,0,301000,2,3,3,3,1,2,2,3,3,3,5,2,13,1982,1,0
324,49,5820,3,8,0,256,0,906,1162,1163,0,0,1163,1,1,0,3,6,1,220,142,98,0,0,0,0,0,126175,3,2,3,3,1,2,3,2,4,3,2,6,6,2000,1,0
325,96,11275,7,7,300,0,0,710,710,1898,1080,0,2978,0,2,1,5,11,2,564,240,0,0,0,0,0,0,242000,2,2,2,3,1,2,2,2,3,3,6,6,11,2002,1,0
326,50,5000,5,6,0,116,0,604,720,803,0,0,803,0,1,0,2,5,2,360,0,0,244,0,0,0,0,87000,3,3,3,3,5,1,3,2,3,3,3,6,2,1945,1,0
327,32,10846,8,5,0,1619,0,100,1719,1719,0,0,1719,2,1,1,1,6,2,473,122,30,0,0,0,0,0,324000,2,3,2,3,1,2,2,2,3,3,1,6,21,1988,0,0
328,80,11600,6,5,175,565,0,818,1383,1383,0,0,1383,0,1,1,3,7,1,292,0,45,0,0,0,0,0,145250,3,3,3,3,3,2,3,2,3,3,4,6,11,1955,0,0
329,55,11888,6,6,0,0,0,844,844,1445,689,0,2134,0,2,0,5,10,2,441,0,60,268,0,0,0,0,214500,3,3,3,3,2,1,2,2,3,3,6,6,4,1989,1,0
330,60,6402,5,5,0,0,0,596,596,596,596,0,1192,0,1,0,3,6,1,189,0,0,137,0,0,0,0,78000,3,3,3,3,3,1,3,2,4,4,6,6,2,1945,1,0
331,70,10624,5,4,84,40,264,1424,1728,1728,0,0,1728,0,2,0,6,10,1,352,155,0,0,0,0,0,0,119000,3,3,3,3,3,2,3,2,3,3,1,4,11,1959,0,0
332,70,8176,5,6,0,846,0,210,1056,1056,0,0,1056,1,1,0,3,6,1,308,0,0,0,0,0,0,0,139000,3,3,3,3,4,2,3,3,3,3,4,6,11,1987,1,0
333,85,10655,8,5,296,1124,479,1603,3206,1629,0,0,1629,1,2,0,3,7,3,880,0,0,0,0,0,0,0,284000,2,3,2,3,1,2,2,2,3,3,1,6,24,1999,1,0
334,59,8198,7,5,146,720,0,638,1358,1358,0,0,1358,1,2,0,2,6,2,484,192,30,0,0,0,0,0,207000,2,3,2,3,1,2,2,2,3,3,1,6,24,1999,0,0
335,59,9042,6,5,0,828,0,115,943,943,695,0,1638,1,2,1,3,7,2,472,100,38,0,0,0,0,0,192000,3,3,2,3,2,2,3,3,3,3,1,6,15,1993,0,0
336,95,164660,5,6,0,1249,147,103,1499,1619,167,0,1786,2,2,0,3,7,2,529,670,0,0,0,0,0,700,228950,3,3,3,3,1,2,3,2,3,3,2,3,22,1960,0,0
337,86,14157,9,5,200,1249,0,673,1922,1922,0,0,1922,1,2,0,3,8,3,676,178,51,0,0,0,0,0,377426,2,3,1,3,1,2,2,2,3,3,1,6,23,2001,1,0
338,70,9135,7,5,113,810,0,726,1536,1536,0,0,1536,1,2,0,3,7,2,532,192,74,0,0,0,0,0,214000,2,3,2,3,1,2,2,2,3,3,1,6,17,1998,1,0
339,91,14145,7,7,0,213,0,995,1208,1621,0,0,1621,1,2,0,3,8,2,440,108,45,0,0,0,0,400,202500,2,3,2,3,1,2,2,3,3,3,2,6,14,1993,1,0
340,66,12400,6,7,176,585,0,630,1215,1215,0,0,1215,0,1,0,3,6,1,297,0,0,0,0,234,0,0,155000,3,3,3,4,3,2,3,3,3,3,4,6,11,1993,1,0
341,85,14191,8,5,0,0,0,967,967,993,915,0,1908,0,2,1,4,9,2,431,135,0,0,0,0,0,0,202900,2,3,2,3,1,2,2,3,3,3,6,6,22,1997,0,0
342,60,8400,4,4,0,0,0,721,721,841,0,0,841,0,1,0,2,4,1,294,250,0,24,0,0,0,0,82000,4,4,3,4,2,2,3,2,3,3,6,6,13,1945,0,0
343,60,8544,3,4,340,0,0,0,0,1040,0,0,1040,0,2,0,2,6,2,400,0,0,0,0,0,0,0,87500,3,3,3,4,4,1,3,2,3,3,6,6,11,1945,1,0
344,63,8849,9,5,616,28,0,1656,1684,1684,0,0,1684,0,2,0,2,6,2,564,495,72,0,0,0,0,0,266000,1,3,1,3,1,2,1,1,3,3,1,6,24,2000,0,0
345,36,2592,5,3,0,129,232,175,536,536,576,0,1112,0,1,1,3,4,1,336,182,0,0,0,0,0,0,85000,3,3,2,3,3,2,3,3,3,3,4,3,1,1971,0,0
346,65,6435,6,5,0,0,0,972,972,972,605,0,1577,0,1,0,3,6,1,312,0,0,0,0,0,0,0,140200,3,3,3,3,2,2,4,2,3,3,6,6,4,1945,1,0
347,70,12772,6,8,0,498,0,460,958,958,0,0,958,0,1,0,2,5,1,301,0,0,0,0,0,0,15500,151500,3,2,3,3,3,2,3,3,3,3,3,6,11,1993,1,0
348,90,17600,6,5,30,1270,0,208,1478,1478,0,0,1478,1,2,0,3,6,2,498,0,40,0,0,0,0,0,157500,3,3,3,3,1,2,3,2,3,3,3,6,11,1955,0,0
349,36,2448,7,5,106,573,0,191,764,764,862,0,1626,1,2,1,2,6,2,474,0,27,0,0,0,0,0,154000,2,3,2,3,1,2,2,2,3,3,1,6,24,1999,1,0
350,56,20431,9,5,870,1410,0,438,1848,1848,880,0,2728,1,2,1,4,10,3,706,0,0,0,0,0,0,0,437154,1,3,1,3,1,2,1,1,3,3,1,6,24,2001,1,0
351,68,7820,9,5,362,0,0,1869,1869,1869,0,0,1869,0,2,0,2,6,2,617,210,54,0,0,0,0,0,318061,1,3,1,3,1,2,1,2,3,3,6,6,24,2002,0,0
352,79,5271,7,5,0,1082,0,371,1453,1453,0,0,1453,1,1,1,2,6,2,445,0,80,0,0,184,0,0,190000,3,3,2,3,2,2,2,3,3,3,1,6,19,1981,0,0
353,60,9084,5,6,0,236,380,0,616,616,495,0,1111,0,1,0,3,5,1,200,48,0,0,0,0,0,0,95000,3,3,3,4,3,1,3,2,3,4,5,4,5,1945,1,0
354,60,8520,6,8,0,0,0,624,624,720,0,0,720,0,1,0,2,5,2,484,106,0,0,0,0,0,0,105900,3,2,3,3,2,2,3,2,3,3,6,6,6,1998,1,0
355,60,8400,6,5,0,388,0,552,940,1192,403,0,1595,0,1,0,2,6,1,240,0,0,108,0,0,0,0,140000,3,3,3,3,1,2,3,2,3,3,5,6,9,1995,1,0
356,105,11249,6,5,0,334,544,322,1200,1200,0,0,1200,1,2,0,3,6,2,521,0,26,0,0,0,0,0,177500,2,2,2,2,1,2,2,2,3,3,2,3,17,1990,0,0
357,73,9248,6,6,106,560,0,598,1158,1167,0,0,1167,1,2,0,3,6,2,400,120,26,0,0,0,0,0,173000,3,3,2,3,2,2,2,3,3,3,1,6,15,1987,0,0
358,44,4224,5,5,0,874,0,268,1142,1142,0,0,1142,1,1,1,3,6,2,528,536,90,0,0,0,0,0,134000,3,3,2,3,3,2,3,5,3,3,2,6,1,1971,0,0
359,92,6930,5,4,120,300,294,468,1062,1352,0,0,1352,0,1,0,3,6,1,288,168,0,294,0,0,0,0,130000,3,3,3,3,1,2,2,4,3,3,3,4,19,1953,0,0
360,78,12011,8,5,530,956,0,130,1086,1086,838,0,1924,1,2,1,3,7,2,592,208,75,0,0,374,0,0,280000,2,3,2,3,1,2,2,3,3,3,1,6,25,1993,0,0
361,58,7540,6,6,0,773,0,115,888,912,0,0,912,1,1,0,2,5,2,470,0,0,0,0,192,0,0,156000,3,3,2,3,1,2,3,3,3,3,1,6,12,1973,0,0
362,60,9144,5,5,0,399,0,484,883,988,517,0,1505,1,1,0,3,8,1,240,0,0,0,0,0,0,0,145000,3,3,3,3,2,2,3,2,3,3,4,6,4,1977,1,0
363,64,7301,7,5,500,0,0,0,0,495,1427,0,1922,0,3,0,4,7,2,672,0,0,177,0,0,0,0,198500,2,3,2,3,1,2,2,1,3,3,6,6,5,1998,0,0
364,21,1680,6,8,510,162,0,321,483,483,504,0,987,0,1,1,2,5,1,264,250,0,0,0,0,0,0,118000,3,3,3,3,2,2,2,4,3,3,2,6,3,2002,1,0
365,78,18800,6,5,120,712,0,84,796,790,784,0,1574,1,2,1,3,6,2,566,306,111,0,0,0,0,0,190000,3,3,2,3,3,2,3,3,3,3,1,6,14,1971,0,0
366,59,10690,5,7,0,456,0,216,672,672,672,0,1344,0,1,0,3,6,1,468,0,128,218,0,0,0,0,147000,3,2,3,4,2,2,3,2,3,4,4,6,2,1992,1,0
367,80,9500,6,5,247,609,0,785,1394,1394,0,0,1394,1,1,1,3,6,2,514,0,76,0,0,185,0,0,159000,3,3,2,3,2,2,3,2,3,3,3,6,11,1958,0,0
368,101,9150,6,5,305,371,0,728,1099,1431,0,0,1431,0,1,0,3,6,1,296,64,110,0,0,0,0,0,165000,3,3,2,3,2,2,3,2,3,3,1,6,11,1957,0,0
369,78,7800,5,6,200,540,0,728,1268,1268,0,0,1268,0,1,0,2,7,1,244,0,98,0,0,0,0,0,132000,3,3,3,3,2,2,3,2,3,3,5,6,11,1949,0,0
370,65,9830,5,7,0,72,258,733,1063,1287,0,0,1287,1,1,0,3,7,2,576,364,17,0,0,182,0,0,162000,3,2,3,3,1,2,2,2,3,3,2,4,11,2001,1,0
371,62,8121,6,5,0,0,0,953,953,953,711,0,1664,0,2,1,3,7,2,460,100,40,0,0,0,0,0,172400,3,3,2,3,1,2,3,3,3,3,6,6,15,1995,0,0
372,80,17120,4,4,0,0,0,0,0,1120,468,0,1588,0,2,0,4,7,2,680,0,59,0,0,0,0,0,134432,3,3,3,3,3,2,3,2,3,3,6,6,19,1954,0,0
373,50,7175,6,5,0,623,121,0,744,752,0,0,752,1,1,0,2,4,1,264,353,0,0,0,90,0,0,125000,3,3,2,3,3,2,3,3,3,3,2,5,13,1979,0,0
374,79,10634,5,6,0,428,180,0,608,1319,0,0,1319,1,1,0,3,5,1,270,66,0,0,0,0,0,0,123000,3,3,3,3,3,2,3,3,3,3,3,5,11,1948,0,0
375,65,8200,7,5,0,0,0,847,847,847,1081,0,1928,0,2,1,4,8,2,434,100,48,0,0,0,0,0,219500,2,3,2,3,1,2,2,2,3,3,6,6,17,1999,1,0
376,51,10020,1,1,0,350,0,333,683,904,0,0,904,1,0,1,1,4,0,0,0,0,0,0,0,0,0,61000,4,4,4,5,2,1,4,2,3,3,3,6,5,1945,1,0
377,57,8846,5,5,0,298,0,572,870,914,0,0,914,0,1,0,2,5,2,576,0,0,0,0,0,0,0,148000,2,3,2,3,1,2,3,3,3,3,1,6,17,1991,0,0
378,102,11143,8,5,0,0,0,1580,1580,1580,886,0,2466,0,3,0,4,8,2,610,159,214,0,0,0,0,0,340000,2,3,2,3,1,2,2,2,3,3,6,6,20,2000,1,0
379,88,11394,9,2,350,1445,0,411,1856,1856,0,0,1856,1,1,1,1,8,3,834,113,0,0,0,0,0,0,394432,2,3,1,3,1,2,1,1,3,3,1,6,23,2005,0,0
380,60,8123,6,5,16,0,0,982,982,1007,793,0,1800,0,2,1,3,7,2,463,100,63,0,0,0,0,0,179000,3,3,2,3,1,2,3,3,3,3,6,6,15,1995,0,0
381,50,5000,5,6,0,218,0,808,1026,1026,665,0,1691,0,2,0,3,6,1,308,0,0,242,0,0,0,0,127000,3,3,3,3,3,2,2,2,3,3,5,6,9,1945,1,0
382,60,7200,7,5,0,0,0,1293,1293,1301,0,0,1301,1,2,0,2,5,2,572,216,121,0,0,0,0,0,187750,2,3,2,2,1,2,2,2,3,3,6,6,20,2001,0,0
383,79,9245,7,5,0,0,0,939,939,939,858,0,1797,0,2,1,3,8,2,639,144,53,0,0,0,0,0,213500,2,3,2,3,1,2,2,2,3,3,6,6,17,2001,0,0
384,60,9000,6,3,0,0,0,784,784,784,0,0,784,0,1,0,2,5,2,360,0,0,91,0,0,0,0,76000,3,3,4,4,3,1,3,2,4,4,6,6,13,1945,1,0
385,80,53107,6,5,0,985,0,595,1580,1079,874,0,1953,1,2,1,3,9,2,501,216,231,0,0,0,0,0,240000,2,3,2,3,1,2,2,4,3,3,1,6,19,1987,0,0
386,43,3182,8,5,16,24,0,1232,1256,1269,0,0,1269,0,2,0,2,6,2,430,146,20,0,0,144,0,0,192000,2,3,2,3,1,2,2,3,3,3,1,6,16,2000,1,0
387,58,8410,5,3,0,0,0,658,658,658,526,0,1184,0,1,0,5,8,0,0,0,151,0,0,0,0,0,81000,3,4,3,3,3,2,3,2,3,3,6,6,5,1991,1,0
388,72,7200,6,6,255,631,0,410,1041,1125,0,0,1125,1,1,0,3,6,1,352,296,0,0,0,0,0,0,125000,3,3,3,3,1,2,3,4,3,3,2,6,5,1971,0,0
389,93,9382,7,5,125,0,0,1468,1468,1479,0,0,1479,0,2,0,3,6,2,577,120,25,0,0,0,0,0,191000,2,3,2,3,1,2,2,3,3,3,6,6,17,1995,1,0
390,96,12474,10,5,272,1280,0,402,1682,1742,590,0,2332,1,2,1,3,9,3,846,196,134,0,0,0,0,0,426000,1,3,1,3,1,2,1,1,3,3,1,6,24,2003,1,0
391,50,8405,5,8,0,241,391,229,861,961,406,0,1367,1,1,0,4,7,1,384,0,130,112,0,0,0,0,119000,3,3,3,2,1,2,3,2,3,3,4,3,5,1945,1,0
392,71,12209,6,5,0,690,0,114,804,804,1157,0,1961,1,2,1,3,7,2,560,125,192,0,0,0,0,0,215000,3,3,1,3,1,2,2,3,3,3,2,6,12,1997,1,0
393,60,8339,5,7,0,0,0,0,0,882,0,0,882,0,1,0,3,5,1,294,0,0,0,0,0,0,1200,106500,3,3,3,3,3,2,3,2,3,3,3,6,11,1954,0,0
394,67,7446,4,5,0,266,0,522,788,788,0,0,788,0,1,0,2,4,0,0,0,0,0,0,0,0,0,100000,3,3,3,3,3,2,3,3,3,3,4,6,4,1945,1,0
395,60,10134,5,6,0,0,0,735,735,735,299,0,1034,0,1,0,2,5,1,240,0,39,0,0,0,0,0,109000,3,3,3,3,2,2,3,2,3,3,6,6,6,1945,1,0
396,68,9571,5,6,0,739,0,405,1144,1144,0,0,1144,1,1,0,3,6,1,596,44,0,0,0,0,0,0,129000,3,3,3,3,3,2,3,3,3,3,3,6,5,1951,0,0
397,60,7200,5,5,0,777,0,117,894,894,0,0,894,0,1,0,2,6,2,600,215,0,0,0,0,0,0,123000,3,3,3,3,3,2,3,2,3,3,4,6,17,1967,0,0
398,69,7590,5,5,288,540,0,324,864,876,936,0,1812,0,2,0,4,8,1,264,0,168,0,0,0,0,0,169500,3,3,3,3,3,2,3,3,3,3,2,6,11,1957,0,0
399,60,8967,5,2,0,0,0,961,961,1077,0,0,1077,0,1,0,2,6,1,338,0,0,0,0,0,0,0,67000,3,4,4,5,2,2,3,2,5,5,6,6,2,1945,1,0
400,65,8125,7,5,100,812,0,280,1092,1112,438,0,1550,1,2,0,2,7,2,438,0,168,0,0,0,0,0,241000,2,3,2,3,1,2,2,2,3,3,1,6,20,2002,1,0
401,38,14963,8,5,0,786,0,474,1260,1288,0,0,1288,1,1,1,1,4,2,500,120,30,0,0,224,0,0,245500,2,3,2,3,1,2,1,2,3,3,1,6,21,1991,0,0
402,65,8767,7,5,0,24,0,1286,1310,1310,0,0,1310,0,2,0,3,6,2,400,0,0,0,0,0,0,0,164990,2,3,2,3,1,2,2,2,3,3,1,6,17,2000,0,0
403,60,10200,5,8,0,0,0,672,672,672,0,0,672,0,1,0,2,4,1,240,168,0,0,0,0,0,0,108000,3,3,3,3,1,2,3,2,3,3,6,6,7,1992,1,0
404,93,12090,8,5,650,0,0,1141,1141,1165,1098,0,2263,0,2,1,4,10,2,420,144,123,0,0,0,0,0,258000,2,3,2,3,2,2,2,3,3,3,6,6,25,1993,0,0
405,63,10364,6,5,0,0,0,806,806,806,766,0,1572,0,2,1,3,7,2,373,0,40,0,0,0,0,0,168000,3,3,2,3,2,2,3,3,3,3,6,6,15,1991,1,0
406,78,9991,4,4,0,1116,0,165,1281,1620,0,0,1620,1,2,0,3,8,2,490,120,78,0,0,0,0,0,150000,3,3,3,3,1,2,3,3,3,3,3,6,7,1988,1,0
407,51,10480,6,5,0,0,0,1064,1064,1166,0,473,1639,0,1,0,3,6,1,240,0,0,0,0,0,0,0,115000,3,3,3,3,1,2,3,2,3,3,6,6,9,1945,1,0
408,63,15576,6,7,0,0,0,840,840,840,840,0,1680,0,2,0,4,8,1,308,0,0,160,0,0,0,0,177000,3,3,2,3,1,2,3,2,3,3,6,6,18,1971,1,0
409,109,14154,7,5,350,0,0,1063,1063,1071,1101,0,2172,0,2,1,3,9,3,947,192,62,0,0,0,0,0,280000,2,3,1,2,1,2,2,2,3,3,6,6,24,2001,0,0
410,85,10800,8,5,100,789,0,245,1034,1050,1028,0,2078,1,2,1,3,8,3,836,0,102,0,0,0,0,0,339750,2,3,1,3,1,2,1,2,3,3,1,6,20,2003,1,0
411,68,9571,5,3,0,0,0,1276,1276,1276,0,0,1276,0,1,0,3,5,1,350,0,0,0,0,0,0,0,60000,3,4,3,4,3,2,3,3,3,3,6,6,5,1953,0,0
412,100,34650,5,5,0,1056,0,0,1056,1056,0,0,1056,1,1,0,3,5,2,572,264,0,0,0,0,0,0,145000,3,3,3,3,3,1,3,2,3,3,4,6,15,1950,0,0
413,85,4403,7,5,432,578,0,892,1470,1478,0,0,1478,1,2,1,2,7,2,484,0,144,0,0,0,0,0,222000,1,3,1,3,1,2,2,2,3,3,1,6,20,2004,0,0
414,56,8960,5,6,0,0,0,1008,1008,1028,0,0,1028,0,1,0,2,5,2,360,0,0,130,0,0,0,0,115000,3,3,3,3,2,2,3,2,3,3,6,6,6,1945,1,0
415,59,11228,7,5,0,50,531,499,1080,1080,1017,0,2097,0,2,1,3,9,3,678,196,187,0,0,0,0,0,228000,2,3,2,3,1,2,2,3,3,3,3,1,13,1988,0,0
416,73,8899,7,5,0,24,0,1316,1340,1340,0,0,1340,0,2,0,3,6,2,396,100,30,0,0,0,0,0,181134,2,3,2,3,1,2,2,2,3,3,1,6,15,2002,0,0
417,74,7844,6,7,203,209,0,463,672,672,728,0,1400,0,1,1,3,6,2,440,0,0,0,0,0,0,0,149500,3,3,3,3,3,2,3,3,3,3,2,6,7,1973,0,0
418,86,22420,6,6,0,1128,0,242,1370,1370,1254,0,2624,1,2,1,4,10,3,864,0,0,0,0,0,0,0,239000,3,3,2,3,3,1,3,2,3,3,3,6,18,1945,1,0
419,60,8160,5,6,0,312,0,444,756,756,378,0,1134,1,1,1,3,7,1,240,0,0,0,0,0,0,0,126000,3,3,3,3,4,1,3,2,3,3,2,6,5,1945,1,0
420,65,8450,5,6,0,775,0,281,1056,1056,0,0,1056,1,1,0,3,6,1,304,0,85,184,0,0,0,0,142000,3,3,3,3,1,2,3,4,3,3,3,6,11,1963,0,0
421,78,7060,7,5,200,1309,0,35,1344,1344,0,0,1344,2,2,0,2,8,4,784,0,0,0,0,0,0,0,206300,3,2,2,2,1,2,3,3,3,3,1,6,12,1993,1,0
422,85,16635,6,7,126,1246,0,356,1602,1602,0,0,1602,0,2,0,3,8,2,529,240,0,0,0,0,0,0,215000,2,3,2,3,2,2,2,3,3,3,2,6,14,1995,1,0
